transcript_id	gene	transcript_type	tsl	biotype
ENST00000451685	MB	E		protein_coding
ENST00000472240	AL049747.1	E		lncRNA
XR_001755513.1	LOC284912	R		lncRNA
XR_001755514.1	LOC284912	R		lncRNA
XR_938215.2	LOC284912	R		lncRNA
XR_938216.2	LOC284912	R		lncRNA
XR_938217.2	LOC284912	R		lncRNA
XR_938218.2	LOC284912	R		lncRNA
ENST00000409652	APOL6	E		protein_coding
NM_030641.4	APOL6	R		protein_coding
XM_011530392.3	APOL6	R		protein_coding
ENST00000417782	AL049748.1	E		lncRNA
ENST00000415961	MRPS16P3	E		processed_pseudogene
XM_006724321.4	APOL5	R		protein_coding
XM_017028945.2	APOL5	R		protein_coding
ENST00000249044	APOL5	E		protein_coding
NM_030642.1	APOL5	R		protein_coding
ENST00000405409	RBFOX2	E		protein_coding
ENST00000438146	RBFOX2	E		protein_coding
NM_001031695.4	RBFOX2	R		protein_coding
NM_001082576.3	RBFOX2	R		protein_coding
NM_001082577.3	RBFOX2	R		protein_coding
NM_001082578.4	RBFOX2	R		protein_coding
NM_001082579.3	RBFOX2	R		protein_coding
NM_001349982.2	RBFOX2	R		protein_coding
NM_001349983.2	RBFOX2	R		protein_coding
NM_001349989.2	RBFOX2	R		protein_coding
NM_001349990.2	RBFOX2	R		protein_coding
NM_001349991.2	RBFOX2	R		protein_coding
NM_001349992.2	RBFOX2	R		protein_coding
NM_001349994.2	RBFOX2	R		protein_coding
NM_001349995.2	RBFOX2	R		protein_coding
NM_001349996.2	RBFOX2	R		protein_coding
NM_001349997.2	RBFOX2	R		protein_coding
NM_001349998.2	RBFOX2	R		protein_coding
NM_001349999.2	RBFOX2	R		protein_coding
NM_014309.4	RBFOX2	R		protein_coding
XM_005261428.2	RBFOX2	R		protein_coding
XM_005261429.2	RBFOX2	R		protein_coding
XM_005261430.2	RBFOX2	R		protein_coding
XM_005261432.2	RBFOX2	R		protein_coding
XM_005261433.2	RBFOX2	R		protein_coding
XM_006724185.2	RBFOX2	R		protein_coding
XM_006724186.2	RBFOX2	R		protein_coding
XM_006724187.2	RBFOX2	R		protein_coding
XM_006724188.2	RBFOX2	R		protein_coding
XM_006724189.3	RBFOX2	R		protein_coding
XM_006724191.1	RBFOX2	R		protein_coding
XM_006724192.2	RBFOX2	R		protein_coding
XM_006724194.2	RBFOX2	R		protein_coding
XM_017028686.1	RBFOX2	R		protein_coding
XM_017028687.2	RBFOX2	R		protein_coding
XM_017028688.1	RBFOX2	R		protein_coding
XM_017028690.1	RBFOX2	R		protein_coding
XM_017028691.1	RBFOX2	R		protein_coding
XM_017028693.1	RBFOX2	R		protein_coding
XM_017028696.1	RBFOX2	R		protein_coding
XM_017028697.1	RBFOX2	R		protein_coding
XM_017028698.1	RBFOX2	R		protein_coding
XM_024452188.1	RBFOX2	R		protein_coding
XM_024452189.1	RBFOX2	R		protein_coding
XM_024452190.1	RBFOX2	R		protein_coding
XM_024452191.1	RBFOX2	R		protein_coding
XM_024452192.1	RBFOX2	R		protein_coding
ENST00000414461	RBFOX2	E		protein_coding
ENST00000449924	RBFOX2	E		protein_coding
ENST00000262829	RBFOX2	E		protein_coding
ENST00000359369	RBFOX2	E		protein_coding
ENST00000397303	RBFOX2	E		protein_coding
ENST00000416721	RBFOX2	E		protein_coding
ENST00000463509	RBFOX2	E		retained_intron
ENST00000495377	RBFOX2	E		protein_coding
XM_006724193.3	RBFOX2	R		protein_coding
ENST00000408983	RBFOX2	E		protein_coding
ENST00000473487	RBFOX2	E		protein_coding
ENST00000397305	RBFOX2	E		protein_coding
ENST00000491982	RBFOX2	E		retained_intron
ENST00000436210	NDUFA9P1	E		processed_pseudogene
ENST00000625157	Z82217.1	E		lncRNA
ENST00000623420	Z95114.4	E		lncRNA
ENST00000624264	Z95114.1	E		lncRNA
ENST00000623490	Z95114.2	E		lncRNA
XR_001755516.2	LOC102723507	R		lncRNA
XR_001755517.2	LOC102723507	R		lncRNA
XR_001755522.2	LOC102723507	R		lncRNA
XR_001755525.2	LOC102723507	R		lncRNA
XR_430441.4	LOC102723507	R		lncRNA
XR_001755519.2	LOC102723507	R		lncRNA
XR_001755520.2	LOC102723507	R		lncRNA
XR_001755518.2	LOC102723507	R		lncRNA
XR_001755521.2	LOC102723507	R		lncRNA
XR_001755526.2	LOC102723507	R		lncRNA
ENST00000624395	Z95114.3	E		TEC
ENST00000349314	APOL3	E		protein_coding
ENST00000361710	APOL3	E		protein_coding
ENST00000397287	APOL3	E		protein_coding
ENST00000397289	APOL3	E		nonsense_mediated_decay
ENST00000397293	APOL3	E		protein_coding
ENST00000422426	APOL3	E		nonsense_mediated_decay
ENST00000432700	APOL3	E		nonsense_mediated_decay
NM_014349.3	APOL3	R		protein_coding
NM_030644.2	APOL3	R		protein_coding
NM_145639.2	APOL3	R		protein_coding
NM_145640.2	APOL3	R		protein_coding
NM_145641.3	APOL3	R		protein_coding
NM_145642.3	APOL3	R		protein_coding
XM_006724325.3	APOL3	R		protein_coding
XM_017028946.1	APOL3	R		protein_coding
XM_017028947.1	APOL3	R		protein_coding
XM_017028948.1	APOL3	R		protein_coding
XM_017028949.1	APOL3	R		protein_coding
XM_017028951.1	APOL3	R		protein_coding
XM_017028952.1	APOL3	R		protein_coding
XM_024452275.1	APOL3	R		protein_coding
XM_024452276.1	APOL3	R		protein_coding
ENST00000424878	APOL3	E		protein_coding
ENST00000426939	APOL3	E		nonsense_mediated_decay
ENST00000487355	APOL3	E		nonsense_mediated_decay
ENST00000487423	APOL3	E		processed_transcript
ENST00000534251	APOL3	E		processed_transcript
ENST00000485453	APOL3	E		processed_transcript
ENST00000487783	APOL3	E		nonsense_mediated_decay
ENST00000525184	APOL3	E		processed_transcript
ENST00000530895	APOL3	E		nonsense_mediated_decay
ENST00000531195	APOL3	E		nonsense_mediated_decay
ENST00000472303	APOL3	E		nonsense_mediated_decay
ENST00000531095	APOL3	E		protein_coding
ENST00000528740	APOL3	E		processed_transcript
ENST00000533061	APOL3	E		processed_transcript
ENST00000425366	MTCO1P20	E		processed_pseudogene
ENST00000437339	MTCO2P20	E		processed_pseudogene
ENST00000414147	MTATP6P20	E		processed_pseudogene
ENST00000439552	MTCYBP34	E		processed_pseudogene
ENST00000454926	MTCO3P20	E		processed_pseudogene
ENST00000426108	MTND1P10	E		processed_pseudogene
ENST00000352371	APOL4	E		protein_coding
ENST00000613247	APOL4	E		processed_transcript
ENST00000616056	APOL4	E		protein_coding
NM_030643.4	APOL4	R		protein_coding
NM_145660.2	APOL4	R		protein_coding
XM_024452274.1	APOL4	R		protein_coding
ENST00000332987	APOL4	E		protein_coding
ENST00000449084	APOL4	E		processed_transcript
ENST00000493203	APOL4	E		nonsense_mediated_decay
ENST00000457630	APOL4	E		protein_coding
ENST00000419360	APOL4	E		protein_coding
ENST00000328429	APOL4	E		protein_coding
ENST00000397275	APOL4	E		protein_coding
ENST00000436763	APOL4	E		protein_coding
ENST00000480236	APOL4	E		retained_intron
ENST00000249066	APOL2	E		protein_coding
ENST00000358502	APOL2	E		protein_coding
NM_030882.4	APOL2	R		protein_coding
NM_145637.3	APOL2	R		protein_coding
XM_011530074.1	APOL2	R		protein_coding
XM_011530075.1	APOL2	R		protein_coding
XM_011530076.3	APOL2	R		protein_coding
XM_011530077.3	APOL2	R		protein_coding
XM_011530078.1	APOL2	R		protein_coding
XM_017028724.1	APOL2	R		protein_coding
ENST00000451256	APOL2	E		protein_coding
ENST00000454728	APOL2	E		protein_coding
ENST00000529194	APOL2	E		protein_coding
ENST00000473549	APOL2	E		processed_transcript
ENST00000476579	APOL2	E		processed_transcript
ENST00000484830	APOL2	E		processed_transcript
ENST00000489186	APOL2	E		processed_transcript
ENST00000319136	APOL1	E		protein_coding
ENST00000397278	APOL1	E		protein_coding
ENST00000397279	APOL1	E		protein_coding
ENST00000422471	APOL1	E		nonsense_mediated_decay
ENST00000422706	APOL1	E		protein_coding
ENST00000426053	APOL1	E		protein_coding
ENST00000427990	APOL1	E		protein_coding
ENST00000431184	APOL1	E		nonsense_mediated_decay
ENST00000433768	APOL1	E		protein_coding
ENST00000438034	APOL1	E		protein_coding
ENST00000439680	APOL1	E		nonsense_mediated_decay
ENST00000475519	APOL1	E		retained_intron
NM_001136540.2	APOL1	R		protein_coding
NM_001136541.2	APOL1	R		protein_coding
NM_001362927.2	APOL1	R		protein_coding
NM_003661.4	APOL1	R		protein_coding
NM_145343.2	APOL1	R		protein_coding
XM_011530478.2	APOL1	R		protein_coding
XR_002958752.1	LOC112268296	R		lncRNA
ENST00000216181	MYH9	E		protein_coding
NM_002473.6	MYH9	R		protein_coding
ENST00000475726	MYH9	E		processed_transcript
ENST00000486218	MYH9	E		retained_intron
ENST00000622122	MIR6819	E		miRNA
NR_106877.1	MIR6819	R		miRNA
ENST00000459960	MYH9	E		retained_intron
ENST00000495928	MYH9	E		processed_transcript
ENST00000473022	MYH9	E		retained_intron
ENST00000477189	MYH9	E		retained_intron
ENST00000463027	MYH9	E		processed_transcript
ENST00000472210	MYH9	E		processed_transcript
ENST00000401701	MYH9	E		protein_coding
ENST00000663925	Z82215.1	E		lncRNA
ENST00000456729	MYH9	E		protein_coding
ENST00000424761	FO393418.1	E		lncRNA
XR_001755529.1	LOC105377199	R		lncRNA
XR_001755530.1	LOC105377199	R		lncRNA
XR_938223.2	LOC105377199	R		lncRNA
ENST00000413110	RPS15AP38	E		processed_pseudogene
ENST00000516416	Y_RNA	E		misc_RNA
ENST00000442579	AL022313.2	E		lncRNA
XR_938224.2	LOC105373018	R		lncRNA
ENST00000216185	TXN2	E		protein_coding
ENST00000416967	TXN2	E		protein_coding
NM_012473.4	TXN2	R		protein_coding
XM_006724226.1	TXN2	R		protein_coding
XM_011530111.3	TXN2	R		protein_coding
ENST00000403313	TXN2	E		protein_coding
ENST00000411915	TXN2	E		nonsense_mediated_decay
ENST00000487725	TXN2	E		processed_transcript
ENST00000397224	FOXRED2	E		protein_coding
NM_001102371.2	FOXRED2	R		protein_coding
NM_001363041.2	FOXRED2	R		protein_coding
NM_001363042.2	FOXRED2	R		protein_coding
NM_024955.6	FOXRED2	R		protein_coding
ENST00000216187	FOXRED2	E		protein_coding
ENST00000366463	FOXRED2	E		retained_intron
ENST00000397223	FOXRED2	E		protein_coding
XR_938226.2	LOC105373020	R		lncRNA
XR_938225.2	LOC105373019	R		lncRNA
ENST00000423980	FOXRED2	E		protein_coding
ENST00000216190	EIF3D	E		protein_coding
ENST00000405442	EIF3D	E		protein_coding
ENST00000426531	EIF3D	E		retained_intron
ENST00000458572	EIF3D	E		nonsense_mediated_decay
ENST00000462641	EIF3D	E		retained_intron
ENST00000478547	EIF3D	E		protein_coding
NM_003753.4	EIF3D	R		protein_coding
NR_156418.2	EIF3D	R		misc_RNA
ENST00000462794	EIF3D	E		retained_intron
ENST00000455547	EIF3D	E		protein_coding
ENST00000457241	EIF3D	E		protein_coding
ENST00000432675	EIF3D	E		retained_intron
ENST00000402116	EIF3D	E		protein_coding
ENST00000496875	EIF3D	E		retained_intron
ENST00000339367	AL022313.1	E		unprocessed_pseudogene
ENST00000433970	AL022313.3	E		lncRNA
ENST00000300105	CACNG2	E		protein_coding
ENST00000562756	AL022313.4	E		lncRNA
NM_001379051.1	CACNG2	R		protein_coding
NM_006078.5	CACNG2	R		protein_coding
NR_166440.1	CACNG2	R		misc_RNA
XM_017028531.2	CACNG2	R		protein_coding
ENST00000480002	CACNG2	E		processed_transcript
ENST00000430281	AL049749.1	E		lncRNA
NR_134623.1	LOC105373021	R		lncRNA
ENST00000656882	Z80897.2	E		lncRNA
ENST00000340630	IFT27	E		protein_coding
ENST00000415653	IFT27	E		nonsense_mediated_decay
ENST00000433985	IFT27	E		protein_coding
ENST00000471809	IFT27	E		retained_intron
ENST00000474616	IFT27	E		processed_transcript
ENST00000495555	IFT27	E		retained_intron
ENST00000495987	IFT27	E		processed_transcript
NM_001177701.3	IFT27	R		protein_coding
NM_001363003.2	IFT27	R		protein_coding
NM_006860.5	IFT27	R		protein_coding
XM_017028540.2	IFT27	R		protein_coding
ENST00000417951	IFT27	E		protein_coding
ENST00000430701	IFT27	E		protein_coding
ENST00000440696	IFT27	E		protein_coding
ENST00000667675	Z80897.1	E		lncRNA
ENST00000465023	IFT27	E		retained_intron
ENST00000476548	IFT27	E		processed_transcript
NR_033531.3	IFT27	R		misc_RNA
ENST00000216200	PVALB	E		protein_coding
ENST00000404171	PVALB	E		protein_coding
ENST00000406910	PVALB	E		protein_coding
ENST00000417718	PVALB	E		protein_coding
NM_001315532.2	PVALB	R		protein_coding
NM_002854.3	PVALB	R		protein_coding
ENST00000443735	PVALB	E		protein_coding
ENST00000467935	PVALB	E		retained_intron
ENST00000417792	Z82185.1	E		lncRNA
ENST00000619915	NCF4-AS1	E		lncRNA
NR_147197.1	NCF4-AS1	R		lncRNA
ENST00000431290	NCF4-AS1	E		lncRNA
ENST00000248899	NCF4	E		protein_coding
ENST00000397147	NCF4	E		protein_coding
ENST00000447071	NCF4	E		protein_coding
NM_000631.5	NCF4	R		protein_coding
NM_013416.4	NCF4	R		protein_coding
XM_017028808.1	NCF4	R		protein_coding
ENST00000650827	NCF4	E		protein_coding
ENST00000651053	NCF4	E		processed_transcript
ENST00000650698	NCF4	E		protein_coding
ENST00000415063	NCF4	E		processed_transcript
XR_938229.1	LOC105373022	R		lncRNA
ENST00000262825	CSF2RB	E		protein_coding
ENST00000403662	CSF2RB	E		protein_coding
NM_000395.3	CSF2RB	R		protein_coding
XM_005261340.3	CSF2RB	R		protein_coding
XM_011529903.2	CSF2RB	R		protein_coding
XM_011529904.2	CSF2RB	R		protein_coding
XM_011529905.2	CSF2RB	R		protein_coding
XR_938230.1	LOC105373023	R		lncRNA
ENST00000406230	CSF2RB	E		protein_coding
ENST00000421539	CSF2RB	E		protein_coding
ENST00000447905	CSF2RBP1	E		unprocessed_pseudogene
ENST00000400221	LL22NC01-81G9.3	E		lncRNA
NR_038954.1	LL22NC01-81G9.3	R		lncRNA
ENST00000381821	TEX33	E		protein_coding
ENST00000402860	TEX33	E		protein_coding
ENST00000405091	TEX33	E		protein_coding
ENST00000442538	TEX33	E		protein_coding
NM_001163857.2	TEX33	R		protein_coding
NM_178552.4	TEX33	R		protein_coding
XM_011530165.2	TEX33	R		protein_coding
XM_011530166.1	TEX33	R		protein_coding
ENST00000249042	TST	E		protein_coding
ENST00000403892	TST	E		protein_coding
ENST00000622841	TST	E		protein_coding
NM_001270483.1	TST	R		protein_coding
NM_003312.6	TST	R		protein_coding
ENST00000516603	Y_RNA	E		misc_RNA
ENST00000438203	TST	E		protein_coding
ENST00000341116	MPST	E		protein_coding
ENST00000401419	MPST	E		protein_coding
ENST00000404393	MPST	E		protein_coding
ENST00000404802	MPST	E		protein_coding
ENST00000429360	MPST	E		protein_coding
ENST00000485587	MPST	E		retained_intron
NM_001013436.4	MPST	R		protein_coding
NM_001130517.4	MPST	R		protein_coding
NM_001369904.2	MPST	R		protein_coding
NM_001369905.2	MPST	R		protein_coding
NM_021126.8	MPST	R		protein_coding
ENST00000397225	MPST	E		protein_coding
ENST00000628507	MPST	E		protein_coding
XM_011530196.1	MPST	R		protein_coding
ENST00000666567	Z73420.1	E		lncRNA
XR_002958751.1	LOC112268295	R		lncRNA
ENST00000402077	KCTD17	E		protein_coding
ENST00000403888	KCTD17	E		protein_coding
ENST00000421900	KCTD17	E		nonsense_mediated_decay
ENST00000431531	KCTD17	E		protein_coding
ENST00000456470	KCTD17	E		protein_coding
ENST00000478231	KCTD17	E		retained_intron
ENST00000483389	KCTD17	E		retained_intron
ENST00000610767	KCTD17	E		protein_coding
NM_001282684.1	KCTD17	R		protein_coding
NM_001282685.1	KCTD17	R		protein_coding
NM_001282686.1	KCTD17	R		protein_coding
NM_024681.3	KCTD17	R		protein_coding
XM_005261741.3	KCTD17	R		protein_coding
XM_005261742.3	KCTD17	R		protein_coding
XM_005261743.3	KCTD17	R		protein_coding
XM_005261744.2	KCTD17	R		protein_coding
XM_011530374.2	KCTD17	R		protein_coding
XM_011530377.2	KCTD17	R		protein_coding
XR_001755296.1	KCTD17	R		misc_RNA
XR_937917.2	KCTD17	R		misc_RNA
ENST00000364208	RN7SKP214	E		misc_RNA
ENST00000462640	KCTD17	E		retained_intron
ENST00000346753	TMPRSS6	E		protein_coding
ENST00000381792	TMPRSS6	E		protein_coding
ENST00000406725	TMPRSS6	E		protein_coding
ENST00000406856	TMPRSS6	E		protein_coding
ENST00000676104	TMPRSS6	E		protein_coding
NM_001289000.2	TMPRSS6	R		protein_coding
NM_001289001.2	TMPRSS6	R		protein_coding
NM_001374504.1	TMPRSS6	R		protein_coding
NM_153609.4	TMPRSS6	R		protein_coding
XM_011529989.2	TMPRSS6	R		protein_coding
XM_024452167.1	TMPRSS6	R		protein_coding
XM_024452168.1	TMPRSS6	R		protein_coding
XM_024452169.1	TMPRSS6	R		protein_coding
XM_024452171.1	TMPRSS6	R		protein_coding
ENST00000414203	AL022314.1	E		lncRNA
ENST00000429068	TMPRSS6	E		protein_coding
ENST00000442782	TMPRSS6	E		protein_coding
ENST00000423761	TMPRSS6	E		protein_coding
ENST00000216223	IL2RB	E		protein_coding
NM_000878.5	IL2RB	R		protein_coding
NM_001346222.1	IL2RB	R		protein_coding
NM_001346223.2	IL2RB	R		protein_coding
ENST00000483573	IL2RB	E		retained_intron
ENST00000453962	IL2RB	E		protein_coding
ENST00000429622	IL2RB	E		protein_coding
ENST00000440958	IL2RB	E		nonsense_mediated_decay
ENST00000461607	IL2RB	E		retained_intron
ENST00000445595	IL2RB	E		protein_coding
ENST00000419128	Z82188.2	E		lncRNA
ENST00000337843	C1QTNF6	E		protein_coding
ENST00000397110	C1QTNF6	E		protein_coding
ENST00000470655	C1QTNF6	E		processed_transcript
ENST00000493023	C1QTNF6	E		retained_intron
NM_001365878.1	C1QTNF6	R		protein_coding
NM_031910.4	C1QTNF6	R		protein_coding
NM_182486.2	C1QTNF6	R		protein_coding
XM_011529857.2	C1QTNF6	R		protein_coding
XM_017028569.1	C1QTNF6	R		protein_coding
XM_024452150.1	C1QTNF6	R		protein_coding
XM_024452151.1	C1QTNF6	R		protein_coding
XM_024452152.1	C1QTNF6	R		protein_coding
XM_024452153.1	C1QTNF6	R		protein_coding
XM_024452154.1	C1QTNF6	R		protein_coding
XM_024452155.1	C1QTNF6	R		protein_coding
ENST00000434784	C1QTNF6	E		protein_coding
ENST00000467564	C1QTNF6	E		processed_transcript
ENST00000497071	C1QTNF6	E		processed_transcript
ENST00000610913	SSTR3	E		protein_coding
NM_001051.5	SSTR3	R		protein_coding
NM_001278687.2	SSTR3	R		protein_coding
XM_005261721.4	SSTR3	R		protein_coding
XM_006724311.3	SSTR3	R		protein_coding
XM_011530349.2	SSTR3	R		protein_coding
XM_017028923.1	SSTR3	R		protein_coding
XM_017028924.1	SSTR3	R		protein_coding
ENST00000617123	SSTR3	E		protein_coding
ENST00000436709	Z82188.1	E		processed_pseudogene
ENST00000249071	RAC2	E		protein_coding
NM_002872.5	RAC2	R		protein_coding
ENST00000406508	RAC2	E		protein_coding
ENST00000481215	RAC2	E		retained_intron
ENST00000405484	RAC2	E		protein_coding
ENST00000441619	RAC2	E		protein_coding
XM_006724286.3	RAC2	R		protein_coding
ENST00000469532	RAC2	E		retained_intron
ENST00000401529	RAC2	E		protein_coding
XR_001755534.1	LOC107985576	R		lncRNA
ENST00000457992	CYTH4	E		protein_coding
ENST00000248901	CYTH4	E		protein_coding
ENST00000402997	CYTH4	E		protein_coding
ENST00000405206	CYTH4	E		protein_coding
ENST00000439667	CYTH4	E		processed_transcript
ENST00000462927	CYTH4	E		retained_intron
ENST00000469886	CYTH4	E		retained_intron
ENST00000480510	CYTH4	E		retained_intron
NM_001318024.2	CYTH4	R		protein_coding
NM_013385.5	CYTH4	R		protein_coding
XR_938233.2	LOC105373024	R		lncRNA
ENST00000467664	CYTH4	E		retained_intron
ENST00000447919	CYTH4	E		processed_transcript
ENST00000446506	CYTH4	E		protein_coding
XR_938231.1	LOC105373024	R		lncRNA
XR_938232.2	LOC105373024	R		lncRNA
XR_938234.2	LOC105373024	R		lncRNA
ENST00000430883	ELFN2	E		lncRNA
ENST00000452946	ELFN2	E		lncRNA
NR_110512.2	ELFN2	R		misc_RNA
ENST00000445088	Z94160.1	E		lncRNA
ENST00000666674	Z94160.1	E		lncRNA
NR_110515.1	LOC100506271	R		lncRNA
ENST00000402918	ELFN2	E		protein_coding
NM_052906.5	ELFN2	R		protein_coding
ENST00000609322	Z94160.2	E		lncRNA
ENST00000414347	ELFN2	E		processed_transcript
ENST00000415408	ELFN2	E		processed_transcript
ENST00000424973	ELFN2	E		processed_transcript
ENST00000435824	ELFN2	E		processed_transcript
ENST00000451509	ELFN2	E		processed_transcript
ENST00000356998	MFNG	E		protein_coding
ENST00000416983	MFNG	E		protein_coding
ENST00000454291	MFNG	E		protein_coding
ENST00000489515	MFNG	E		retained_intron
NM_001166343.2	MFNG	R		protein_coding
NM_002405.4	MFNG	R		protein_coding
NR_029413.2	MFNG	R		misc_RNA
ENST00000436341	MFNG	E		protein_coding
ENST00000438891	MFNG	E		nonsense_mediated_decay
ENST00000430411	MFNG	E		nonsense_mediated_decay
ENST00000442496	MFNG	E		protein_coding
ENST00000424765	MFNG	E		protein_coding
ENST00000466943	MFNG	E		retained_intron
ENST00000251973	CARD10	E		protein_coding
ENST00000403299	CARD10	E		protein_coding
ENST00000406271	CARD10	E		protein_coding
ENST00000467812	CARD10	E		retained_intron
ENST00000488141	CARD10	E		retained_intron
NM_014550.4	CARD10	R		protein_coding
ENST00000437756	CARD10	E		protein_coding
ENST00000433485	CARD10	E		protein_coding
ENST00000486118	CARD10	E		processed_transcript
ENST00000476871	CARD10	E		retained_intron
ENST00000494166	CARD10	E		processed_transcript
ENST00000428838	AL022315.1	E		lncRNA
ENST00000249014	CDC42EP1	E		protein_coding
ENST00000430687	CDC42EP1	E		protein_coding
NM_152243.3	CDC42EP1	R		protein_coding
ENST00000415670	CDC42EP1	E		protein_coding
ENST00000434728	CDC42EP1	E		protein_coding
ENST00000215886	LGALS2	E		protein_coding
NM_006498.3	LGALS2	R		protein_coding
ENST00000416480	LGALS2	E		protein_coding
ENST00000615981	Metazoa_SRP	E		misc_RNA
ENST00000325180	GGA1	E		protein_coding
ENST00000326597	GGA1	E		protein_coding
ENST00000343632	GGA1	E		protein_coding
ENST00000381756	GGA1	E		protein_coding
ENST00000405147	GGA1	E		protein_coding
ENST00000406772	GGA1	E		protein_coding
ENST00000411501	GGA1	E		protein_coding
ENST00000429218	GGA1	E		protein_coding
ENST00000431745	GGA1	E		protein_coding
ENST00000439161	GGA1	E		protein_coding
ENST00000447515	GGA1	E		protein_coding
ENST00000449944	GGA1	E		protein_coding
ENST00000453208	GGA1	E		protein_coding
ENST00000484804	GGA1	E		processed_transcript
ENST00000488672	GGA1	E		processed_transcript
ENST00000489772	GGA1	E		retained_intron
NM_001001560.3	GGA1	R		protein_coding
NM_001172687.2	GGA1	R		protein_coding
NM_001172688.2	GGA1	R		protein_coding
NM_001363771.2	GGA1	R		protein_coding
NM_013365.5	GGA1	R		protein_coding
XM_005261518.2	GGA1	R		protein_coding
XM_006724229.1	GGA1	R		protein_coding
XM_011530123.2	GGA1	R		protein_coding
XM_017028763.1	GGA1	R		protein_coding
XM_024452214.1	GGA1	R		protein_coding
XM_024452215.1	GGA1	R		protein_coding
XM_024452216.1	GGA1	R		protein_coding
XM_024452217.1	GGA1	R		protein_coding
XR_002958683.1	GGA1	R		misc_RNA
XR_002958684.1	GGA1	R		misc_RNA
ENST00000413251	GGA1	E		protein_coding
ENST00000423024	GGA1	E		protein_coding
XM_005261520.1	GGA1	R		protein_coding
XM_017028761.1	GGA1	R		protein_coding
XM_017028764.1	GGA1	R		protein_coding
ENST00000491295	GGA1	E		retained_intron
ENST00000481613	GGA1	E		retained_intron
XM_005261522.1	GGA1	R		protein_coding
XM_017028765.1	GGA1	R		protein_coding
ENST00000475445	GGA1	E		retained_intron
ENST00000460957	GGA1	E		retained_intron
ENST00000463672	GGA1	E		retained_intron
ENST00000417536	SH3BP1	E		nonsense_mediated_decay
ENST00000451997	Z83844.2	E		protein_coding
ENST00000469947	SH3BP1	E		retained_intron
ENST00000644149	SH3BP1	E		processed_transcript
ENST00000649765	SH3BP1	E		protein_coding
NM_001350055.2	SH3BP1	R		protein_coding
NM_018957.6	SH3BP1	R		protein_coding
ENST00000495174	SH3BP1	E		processed_transcript
ENST00000456099	PDXP-DT	E		lncRNA
NR_109952.1	LOC101927051	R		lncRNA
ENST00000459646	SH3BP1	E		retained_intron
ENST00000471650	SH3BP1	E		retained_intron
ENST00000466097	SH3BP1	E		retained_intron
ENST00000643339	SH3BP1	E		protein_coding
ENST00000649107	SH3BP1	E		non_stop_decay
ENST00000215904	PDXP	E		protein_coding
NM_020315.5	PDXP	R		protein_coding
ENST00000403251	PDXP	E		protein_coding
ENST00000468873	RN7SL385P	E		misc_RNA
ENST00000215909	LGALS1	E		protein_coding
ENST00000425542	LGALS1	E		nonsense_mediated_decay
ENST00000454173	LGALS1	E		nonsense_mediated_decay
ENST00000464120	LGALS1	E		retained_intron
ENST00000480207	LGALS1	E		processed_transcript
NM_002305.4	LGALS1	R		protein_coding
ENST00000489315	LGALS1	E		processed_transcript
ENST00000472321	LGALS1	E		retained_intron
ENST00000493862	NOL12	E		processed_transcript
ENST00000359114	NOL12	E		protein_coding
ENST00000438329	NOL12	E		nonsense_mediated_decay
ENST00000455236	Z83844.1	E		nonsense_mediated_decay
ENST00000468597	NOL12	E		retained_intron
ENST00000474032	NOL12	E		retained_intron
ENST00000611699	NOL12	E		protein_coding
NM_024313.3	NOL12	R		protein_coding
ENST00000484650	NOL12	E		retained_intron
ENST00000344404	TRIOBP	E		nonsense_mediated_decay
ENST00000492485	TRIOBP	E		retained_intron
ENST00000644935	TRIOBP	E		protein_coding
NM_001039141.3	TRIOBP	R		protein_coding
NR_160696.1	LOC102724378	R		lncRNA
NR_160697.1	LOC102724378	R		lncRNA
ENST00000403663	TRIOBP	E		protein_coding
ENST00000407319	TRIOBP	E		protein_coding
ENST00000413051	TRIOBP	E		nonsense_mediated_decay
ENST00000428075	TRIOBP	E		protein_coding
NM_007032.5	TRIOBP	R		protein_coding
NM_138632.2	TRIOBP	R		protein_coding
ENST00000418339	TRIOBP	E		protein_coding
ENST00000417857	TRIOBP	E		protein_coding
ENST00000452519	TRIOBP	E		protein_coding
ENST00000331103	TRIOBP	E		retained_intron
ENST00000340857	H1-0	E		protein_coding
NM_005318.4	H1F0	R		protein_coding
ENST00000248924	GCAT	E		protein_coding
ENST00000323205	GCAT	E		protein_coding
ENST00000415371	GCAT	E		processed_transcript
ENST00000426858	GCAT	E		nonsense_mediated_decay
ENST00000445195	GCAT	E		protein_coding
ENST00000451984	GCAT	E		protein_coding
ENST00000478203	GCAT	E		retained_intron
NM_001171690.2	GCAT	R		protein_coding
NM_014291.4	GCAT	R		protein_coding
XM_005261409.4	GCAT	R		protein_coding
XM_005261410.4	GCAT	R		protein_coding
XM_005261411.2	GCAT	R		protein_coding
XM_011530023.2	GCAT	R		protein_coding
XM_017028674.2	GCAT	R		protein_coding
XM_017028675.2	GCAT	R		protein_coding
XM_017028676.2	GCAT	R		protein_coding
XM_017028677.2	GCAT	R		protein_coding
XM_024452183.1	GCAT	R		protein_coding
XR_002958677.1	GCAT	R		misc_RNA
ENST00000249041	GALR3	E		protein_coding
NM_003614.2	GALR3	R		protein_coding
ENST00000215941	ANKRD54	E		protein_coding
ENST00000498417	ANKRD54	E		processed_transcript
NM_001349853.2	ANKRD54	R		protein_coding
NM_001363839.1	ANKRD54	R		protein_coding
