transcript_id	gene	transcript_type	tsl	biotype
ENST00000819779	XGY2	E	.	lncRNA
ENST00000770736	.	E	.	lncRNA
ENST00000770737	.	E	.	lncRNA
ENST00000515575	RPS4Y1	E	.	protein_coding_CDS_not_defined
ENST00000444242	HSFY3P	E	.	transcribed_unprocessed_pseudogene
ENST00000652562	.	E	.	lncRNA
ENST00000155093	ZFY	E	.	protein_coding
ENST00000383052	ZFY	E	.	protein_coding
ENST00000414182	NAP1L1P2	E	.	processed_pseudogene
ENST00000443793	ZFY	E	.	protein_coding
ENST00000449237	ZFY	E	.	protein_coding
ENST00000469869	ZFY	E	.	protein_coding_CDS_not_defined
ENST00000611750	.	E	.	lncRNA
ENST00000625061	ZFY	E	.	protein_coding
NM_001145275.2	ZFY	R	.	protein_coding
NM_001145276.2	ZFY	R	.	protein_coding
NM_001369702.1	ZFY	R	.	protein_coding
NM_001369703.1	ZFY	R	.	protein_coding
NM_001369704.1	ZFY	R	.	protein_coding
NM_001369705.1	ZFY	R	.	protein_coding
NM_001369706.1	ZFY	R	.	protein_coding
NM_001369707.1	ZFY	R	.	protein_coding
NM_001369708.1	ZFY	R	.	protein_coding
NM_001369709.1	ZFY	R	.	protein_coding
NM_001369710.1	ZFY	R	.	protein_coding
NM_003411.4	ZFY	R	.	protein_coding
XM_017030075.2	ZFY	R	.	protein_coding
ENSRY_BKPQ	.	E	.	enhancer
XM_047442758.1	ZFY	R	.	protein_coding
ENST00000417305	ZFY-AS1	E	.	lncRNA
NR_144458.1	ZFY-AS1	R	.	lncRNA
ENST00000478783	ZFY	E	.	protein_coding_CDS_not_defined
